,UserID,MovieID,Rating,Timestamp,username
270,100,344,4,891374868,100
271,268,145,1,875744501,268
272,301,56,4,882076587,301
273,307,89,5,879283786,307
274,234,141,3,892334609,234
275,83,576,4,880308755,83
276,181,264,2,878961624,181
277,297,133,4,875240090,297
278,38,153,5,892430369,38
279,7,382,4,891352093,7
280,264,813,4,886122952,264
281,181,872,1,878961814,181
282,201,146,1,884140579,201
283,85,507,4,879456199,85
284,269,367,3,891450023,269
285,59,468,3,888205855,59
286,286,143,4,889651549,286
287,193,96,1,889124507,193
288,113,595,5,875936424,113
289,292,11,5,881104093,292
290,130,1014,3,876250718,130
291,275,98,4,875155140,275
292,189,520,5,893265380,189
293,219,82,1,889452455,219
294,218,209,5,877488546,218
295,123,427,3,879873020,123
296,119,222,5,874775311,119
297,158,177,4,880134407,158
298,222,118,4,877563802,222
299,302,322,2,879436875,302
300,279,501,3,875308843,279
301,301,79,5,882076403,301
302,181,3,2,878963441,181
303,201,695,1,884140115,201
304,13,198,3,881515193,13
305,1,189,3,888732928,1
306,145,237,5,875270570,145
307,23,385,4,874786462,23
308,201,767,4,884114505,201
309,296,705,5,884197193,296
310,42,546,3,881105817,42
311,33,872,3,891964230,33
312,301,554,3,882078830,301
313,16,64,5,877720297,16
314,95,135,3,879197562,95
315,154,357,4,879138713,154
316,77,484,5,884733766,77
317,296,508,5,884196584,296
318,302,303,2,879436785,302
319,244,673,3,880606667,244
320,222,77,4,878183616,222
321,13,215,5,882140588,13
322,16,705,5,877722736,16
323,270,452,4,876956264,270
324,145,15,2,875270655,145
325,187,64,5,879465631,187
326,200,304,5,876041644,200
327,170,749,5,887646170,170
328,101,829,3,877136138,101
329,184,218,3,889909840,184
330,128,204,4,879967478,128
331,181,1295,1,878961781,181
332,184,153,3,889911285,184
333,1,33,4,878542699,1
334,1,160,4,875072547,1
335,184,321,5,889906967,184
336,54,595,3,880937813,54
337,94,343,4,891725009,94
338,128,508,4,879967767,128
339,23,323,2,874784266,23
340,301,227,3,882077222,301
341,301,191,3,882075672,301
342,112,903,1,892440172,112
343,82,183,3,878769848,82
344,222,724,3,878181976,222
345,218,430,3,877488316,218
346,308,1197,4,887739521,308
347,303,134,5,879467959,303
348,133,751,3,890588547,133
349,215,212,2,891435680,215
350,69,256,5,882126156,69
351,254,662,4,887347350,254
352,276,2,4,874792436,276
353,104,984,1,888442575,104
354,63,1067,3,875747514,63
355,267,410,4,878970785,267
356,13,56,5,881515011,13
357,240,879,3,885775745,240
358,286,237,2,875806800,286
359,294,271,5,889241426,294
360,90,1086,4,891384424,90
361,18,26,4,880129731,18
362,92,229,3,875656201,92
363,308,649,4,887739292,308
364,144,89,3,888105691,144
365,191,302,4,891560253,191
366,59,951,3,888206409,59
367,200,96,5,884129409,200
368,16,197,5,877726146,16
369,61,678,3,892302309,61
370,271,199,4,885848448,271
371,271,709,3,885849325,271
372,142,169,5,888640356,142
373,275,597,3,876197678,275
374,222,151,3,878182109,222
375,87,40,3,879876917,87
376,207,258,4,877879172,207
377,272,1393,2,879454663,272
378,177,333,4,880130397,177
379,207,1115,2,879664906,207
380,299,577,3,889503806,299
381,271,378,4,885849447,271
382,305,425,4,886324486,305
383,49,959,2,888068912,49
384,94,1224,3,891722802,94
385,130,1017,3,874953895,130
386,10,175,3,877888677,10
387,203,321,3,880433418,203
388,191,286,4,891560842,191
389,43,323,3,875975110,43
390,21,558,5,874951695,21
391,197,96,5,891409839,197
392,13,344,2,888073635,13
393,194,66,3,879527264,194
394,234,206,4,892334543,234
395,308,402,4,887740700,308
396,308,640,4,887737036,308
397,269,522,5,891447773,269
398,94,265,4,891721889,94
399,268,62,3,875310824,268
400,272,12,5,879455254,272
401,121,291,3,891390477,121
402,296,20,5,884196921,296
403,134,286,3,891732334,134
404,180,462,5,877544218,180
405,234,612,3,892079140,234
406,104,117,2,888465972,104
407,38,758,1,892434626,38
408,269,845,1,891456255,269
409,7,163,4,891353444,7
410,234,1451,3,892078343,234
411,275,405,2,876197645,275
412,52,250,3,882922661,52
413,102,823,3,888801465,102
414,13,186,4,890704999,13
415,178,731,4,882827532,178
416,236,71,3,890116671,236
417,256,781,5,882165296,256
418,263,176,5,891299752,263
419,244,186,3,880605697,244
420,279,1181,4,875314001,279
421,43,815,4,883956189,43
422,83,78,2,880309089,83
423,151,197,5,879528710,151
424,254,436,2,886474216,254
425,109,631,3,880579371,109
426,297,716,3,875239422,297
427,249,188,4,879641067,249
428,144,699,4,888106106,144
429,301,604,4,882075994,301
430,64,392,3,889737542,64
431,92,501,2,875653665,92
432,222,97,4,878181739,222
433,268,436,3,875310745,268
434,293,135,5,888905550,293
435,213,173,5,878955442,213
436,160,460,2,876861185,160
437,13,498,4,882139901,13
438,59,715,5,888205921,59
439,5,17,4,875636198,5
440,125,163,5,879454956,125
441,174,315,5,886432749,174
442,114,505,3,881260203,114
443,213,515,4,878870518,213
444,23,196,2,874786926,23
445,128,15,4,879968827,128
446,239,56,4,889179478,239
447,181,279,1,878962955,181
448,291,80,4,875086354,291
449,250,238,4,878089963,250
450,201,649,3,884114275,201
451,60,60,5,883327734,60
452,181,325,2,878961814,181
453,119,407,3,887038665,119
454,287,1,5,875334088,287
455,216,228,3,880245642,216
456,216,531,4,880233810,216
457,203,471,4,880434463,203
458,92,587,3,875660408,92
459,13,892,3,882774224,13
460,213,176,4,878956338,213
461,286,288,5,875806672,286
462,117,1047,2,881009697,117
463,99,111,1,885678886,99
464,11,558,3,891904214,11
465,65,47,2,879216672,65
466,295,194,4,879517412,295
467,269,217,2,891451610,269
468,85,259,2,881705026,85
469,250,596,5,878089921,250
470,137,144,5,881433689,137
471,201,960,2,884112077,201
472,257,137,4,882049932,257
473,111,328,4,891679939,111
474,91,480,4,891438875,91
475,215,211,4,891436202,215
476,181,938,1,878961586,181
477,189,1060,5,893264301,189
478,1,20,4,887431883,1
479,303,404,4,879468375,303
480,299,305,3,879737314,299
481,187,210,4,879465242,187
482,222,278,2,877563913,222
483,214,568,4,892668197,214
484,293,770,3,888906655,293
485,285,191,4,890595859,285
486,303,252,3,879544791,303
487,96,156,4,884402860,96
488,72,1110,3,880037334,72
489,115,1067,4,881171009,115
490,7,430,3,891352178,7
491,116,350,3,886977926,116
492,73,480,4,888625753,73
493,269,246,5,891457067,269
494,263,419,5,891299514,263
495,70,431,3,884150257,70
496,221,475,4,875244204,221
497,72,182,5,880036515,72
498,25,357,4,885852757,25
499,290,50,5,880473582,290
500,189,526,4,893266205,189
501,299,303,3,877618584,299
502,264,294,3,886121516,264
503,200,365,5,884129962,200
504,187,135,4,879465653,187
505,184,187,4,889909024,184
506,63,289,2,875746985,63
507,13,229,4,882397650,13
508,298,486,3,884183063,298
509,235,185,4,889655435,235
510,62,712,4,879376178,62
511,246,94,2,884923505,246
512,54,742,5,880934806,54
513,63,762,3,875747688,63
514,11,732,3,891904596,11
515,92,168,4,875653723,92
516,8,550,3,879362356,8
517,307,174,4,879283480,307
518,303,200,4,879468459,303
519,256,849,2,882164603,256
520,72,54,3,880036854,72
521,164,406,2,889402389,164
522,117,150,4,880125101,117
523,224,77,4,888103872,224
524,193,869,3,889127811,193
525,94,184,2,891720862,94
526,281,338,2,881200457,281
527,130,109,3,874953794,130
528,128,371,1,879966954,128
529,94,720,1,891723593,94
530,182,845,3,885613067,182
531,129,873,1,883245452,129
532,254,229,4,886474580,254
533,64,381,4,879365491,64
534,151,176,2,879524293,151
535,45,25,4,881014015,45
536,193,879,3,889123257,193
537,276,922,4,889174849,276
538,276,57,3,874787526,276
539,234,187,4,892079140,234
540,181,306,1,878962006,181
541,21,370,1,874951293,21
542,293,249,3,888905229,293
543,264,721,5,886123656,264
544,10,611,5,877886722,10
545,197,346,3,891409070,197
546,276,142,3,874792945,276
547,308,427,4,887736584,308
548,221,943,4,875246759,221
549,131,126,4,883681514,131
550,268,824,2,876518557,268
551,109,8,3,880572642,109
552,198,58,3,884208173,198
553,230,680,4,880484286,230
554,181,741,1,878962918,181
555,192,1061,4,881368891,192
556,234,448,3,892335501,234
557,90,900,4,891382309,90
558,193,941,4,889124890,193
559,128,603,5,879966839,128
560,126,905,2,887855283,126
561,244,265,4,880606634,244
562,90,289,3,891382310,90
563,157,25,3,886890787,157
564,305,71,3,886323684,305
565,119,382,5,874781742,119
566,21,222,2,874951382,21
567,231,181,4,888605273,231
568,280,508,3,891700453,280
569,288,132,3,886374129,288
570,279,1497,2,890780576,279
571,301,33,4,882078228,301
572,72,699,3,880036783,72
573,90,259,2,891382392,90
574,308,55,3,887738760,308
575,59,742,3,888203053,59
576,94,744,4,891721462,94
577,130,642,4,875216933,130
578,26,1015,3,891352136,26
579,56,121,5,892679480,56
580,82,508,2,884714249,82
581,62,12,4,879373613,62
582,276,40,3,874791871,276
583,181,1015,1,878963121,181
584,152,301,3,880147407,152
585,178,845,4,882824291,178
586,217,597,4,889070087,217
587,79,303,4,891271203,79
588,138,484,4,879024127,138
589,308,81,5,887737293,308
590,75,284,2,884050393,75
591,269,198,4,891447062,269
592,307,94,3,877122695,307
593,222,781,3,881059677,222
594,121,740,3,891390544,121
595,269,22,1,891448072,269
596,13,864,4,882141924,13
597,230,742,5,880485043,230
598,269,507,4,891448800,269
599,239,1099,5,889179253,239
600,245,1028,5,888513447,245
601,56,546,3,892679460,56
602,295,961,5,879519556,295
603,271,1028,2,885848102,271
604,222,812,2,881059117,222
605,69,240,3,882126156,69
606,10,7,4,877892210,10
607,22,376,3,878887112,22
608,294,931,3,889242857,294
609,82,717,1,884714492,82
610,279,399,4,875313859,279
611,269,234,1,891449406,269
612,6,98,5,883600680,6
613,243,1039,4,879988184,243
614,298,181,4,884125629,298
615,282,325,1,881703044,282
616,78,323,1,879633567,78
617,118,200,5,875384647,118
618,283,1114,5,879297545,283
619,171,292,4,891034835,171
620,70,217,4,884151119,70
621,10,100,5,877891747,10
622,245,181,4,888513664,245
623,107,333,3,891264267,107
624,246,561,1,884923445,246
625,13,901,1,883670672,13
626,276,70,4,874790826,276
627,244,17,2,880607205,244
628,189,56,5,893265263,189
629,226,242,5,883888671,226
630,62,1016,4,879373008,62
631,276,417,4,874792907,276
632,214,478,4,891544052,214
633,306,235,4,876504354,306
634,222,26,3,878183043,222
635,280,631,5,891700751,280
636,60,430,5,883326122,60
637,56,71,4,892683275,56
638,42,274,5,881105817,42
639,1,202,5,875072442,1
640,13,809,4,882397582,13
641,173,289,4,877556988,173
642,15,749,1,879455311,15
643,185,23,4,883524249,185
644,280,540,3,891702304,280
645,244,381,4,880604077,244
646,150,293,4,878746946,150
647,7,497,4,891352134,7
648,178,317,4,882826915,178
649,178,742,3,882823833,178
650,95,1217,3,880572658,95
651,234,1462,3,892333865,234
652,97,222,5,884238887,97
653,109,127,2,880563471,109
654,117,268,5,880124306,117
655,269,705,2,891448850,269
656,130,1246,3,876252497,130
657,264,655,4,886123530,264
658,207,13,3,875506839,207
659,42,588,5,881108147,42
660,246,409,2,884923372,246
661,87,367,4,879876702,87
662,101,304,3,877135677,101
663,256,127,4,882164406,256
664,92,794,3,875654798,92
665,181,762,2,878963418,181
666,213,235,1,878955115,213
667,92,739,2,876175582,92
668,292,661,5,881105561,292
669,246,665,4,884922831,246
670,274,845,5,878945579,274
671,188,692,5,875072583,188
672,18,86,4,880129731,18
673,5,439,1,878844423,5
674,236,632,3,890116254,236
675,193,407,4,889127921,193
676,144,709,4,888105940,144
677,90,1198,5,891383866,90
678,48,609,4,879434819,48
679,5,225,2,875635723,5
680,22,128,5,878887983,22
681,311,432,4,884365485,311
682,8,22,5,879362183,8
683,276,188,4,874792547,276
684,222,173,5,878183043,222
685,72,866,4,880035887,72
686,299,134,4,878192311,299
687,1,171,5,889751711,1
688,308,295,3,887741461,308
689,165,216,4,879525778,165
690,222,49,3,878183512,222
691,181,121,4,878962623,181
692,200,11,5,884129542,200
693,234,626,4,892336358,234
694,244,707,4,880606243,244
695,90,25,5,891384789,90
696,208,216,5,883108324,208
697,263,96,4,891298336,263
698,134,323,4,891732335,134
699,279,586,4,892864663,279
700,2,292,4,888550774,2
701,288,593,2,886892127,288
702,49,302,4,888065432,49
703,286,153,5,877531406,286
704,205,304,3,888284313,205
705,22,80,4,878887227,22
706,234,318,4,892078890,234
707,223,328,3,891548959,223
708,15,25,3,879456204,15
709,268,147,4,876514002,268
710,94,1220,3,891722678,94
711,274,405,4,878945840,274
712,7,492,5,891352010,7
713,268,217,2,875744501,268
714,16,55,5,877717956,16
715,164,620,3,889402298,164
716,290,161,4,880474293,290
717,92,515,4,875640800,92
718,239,1070,5,889179032,239
719,56,449,5,892679308,56
720,248,234,4,884534968,248
721,234,10,3,891227851,234
722,280,1049,2,891702486,280
723,308,187,5,887738760,308
724,276,64,5,874787441,276
725,192,948,3,881368302,192
726,122,509,4,879270511,122
727,85,588,3,880838306,85
728,262,931,2,879790874,262
729,201,272,3,886013700,201
730,181,870,2,878962623,181
731,295,739,4,879518319,295
732,263,568,4,891299387,263
733,295,39,4,879518279,295
734,201,1100,4,884112800,201
735,93,820,3,888705966,93
736,159,1028,5,880557539,159
737,158,665,2,880134532,158
738,293,423,3,888906070,293
739,82,597,3,878768882,82
740,276,181,5,874786488,276
741,13,823,5,882397833,13
742,217,2,3,889069782,217
743,83,660,4,880308256,83
744,189,20,5,893264466,189
745,222,796,4,878183684,222
746,146,1022,5,891458193,146
747,267,121,3,878970681,267
748,126,294,3,887855087,126
749,181,1060,1,878962675,181
750,125,80,4,892838865,125
751,43,120,4,884029430,43
752,13,780,1,882142057,13
753,253,259,2,891628883,253
754,42,44,3,881108548,42
755,77,518,4,884753202,77
756,291,686,5,874835165,291
757,268,21,3,875742822,268
758,262,28,3,879792220,262
759,234,81,3,892334680,234
760,29,245,3,882820803,29
761,236,57,5,890116575,236
762,158,729,3,880133116,158
763,156,661,4,888185947,156
764,232,52,5,888550130,232
765,168,866,5,884287927,168
766,37,288,4,880915258,37
767,141,245,3,884584426,141
768,235,230,4,889655162,235
769,102,70,3,888803537,102
770,77,172,3,884752562,77
771,90,506,5,891383319,90
772,186,566,5,879023663,186
773,44,660,5,878347915,44
774,118,774,5,875385198,118
775,7,661,5,891351624,7
776,49,1003,2,888068651,49
777,62,68,1,879374969,62
778,42,1028,4,881106072,42
779,178,433,4,882827834,178
780,85,51,2,879454782,85
781,77,474,5,884732407,77
782,58,1099,2,892243079,58
783,56,1047,4,892911290,56
784,197,688,1,891409564,197
785,286,99,4,878141681,286
786,90,258,3,891382121,90
787,181,1288,1,878962349,181
788,295,190,4,879517062,295
789,224,69,4,888082495,224
790,272,317,4,879454977,272
791,221,1010,3,875246662,221
792,66,877,1,883601089,66
793,207,318,5,877124871,207
794,234,487,3,892079237,234
795,7,648,5,891351653,7
796,87,82,5,879875774,87
797,195,1052,1,877835102,195
798,44,449,5,883613334,44
799,306,287,4,876504442,306
800,194,172,3,879521474,194
801,94,62,3,891722933,94
802,167,659,4,892738277,167
803,108,100,4,879879720,108
804,230,304,5,880484286,230
805,181,927,1,878962675,181
806,54,302,4,880928519,54
807,90,22,4,891384357,90
808,181,696,2,878962997,181
809,286,357,4,877531537,286
810,14,269,4,892242403,14
811,311,179,2,884365357,311
812,92,121,5,875640679,92
813,21,440,1,874951798,21
814,244,550,1,880602264,244
815,181,405,4,878962919,181
816,65,806,4,879216529,65
817,37,540,2,880916070,37
818,44,443,5,878348289,44
819,244,183,4,880606043,244
820,1,265,4,878542441,1
821,270,25,5,876954456,270
822,299,387,2,889502756,299
823,94,572,3,891723883,94
824,286,746,4,877533058,286
825,239,272,5,889181247,239
826,216,55,5,880245145,216
827,254,121,3,886472369,254
828,62,665,2,879376483,62
829,178,385,4,882826982,178
830,194,23,4,879522819,194
831,268,955,3,875745160,268
832,188,143,5,875072674,188
833,276,294,4,874786366,276
834,158,1098,4,880135069,158
835,207,845,3,881681663,207
836,161,48,1,891170745,161
837,305,654,4,886323937,305
838,47,324,3,879439078,47
839,64,736,4,889739212,64
840,191,751,3,891560753,191
841,7,378,5,891353011,7
842,59,92,5,888204997,59
843,69,268,5,882027109,69
844,10,461,3,877888944,10
845,21,129,4,874951382,21
846,58,9,4,884304328,58
847,194,152,3,879549996,194
848,7,200,5,891353543,7
849,113,126,5,875076827,113
850,173,328,5,877557028,173
851,95,233,4,879196354,95
852,16,194,5,877720733,16
853,59,323,4,888206809,59
854,311,654,3,884365075,311
855,292,589,4,881105516,292
856,43,203,4,883955224,43
857,79,50,4,891271545,79
858,235,70,5,889655619,235
859,125,190,5,892836309,125
860,284,322,3,885329671,284
861,303,161,5,879468547,303
862,254,378,3,886474396,254
863,255,1034,1,883217030,255
864,104,301,2,888442275,104
865,90,923,5,891383912,90
866,6,463,4,883601713,6
867,279,122,1,875297433,279
868,286,298,4,875807004,286
869,222,448,3,878183565,222
870,297,57,5,875239383,297
871,42,625,3,881108873,42
872,130,1217,4,875801778,130
873,254,357,3,886472466,254
874,109,475,1,880563641,109
875,230,1444,2,880485726,230
876,244,310,3,880601905,244
877,6,301,2,883600406,6
878,36,748,4,882157285,36
879,256,443,3,882164727,256
880,102,515,1,888801316,102
881,104,285,4,888465201,104
882,21,447,5,874951695,21
883,111,301,4,891680028,111
884,18,408,5,880129628,18
885,25,222,4,885852817,25
886,110,944,3,886989501,110
887,270,98,5,876955868,270
888,68,237,5,876974133,68
889,83,215,4,880307940,83
890,6,258,2,883268278,6
891,89,216,5,879459859,89
892,128,317,4,879968029,128
893,305,512,4,886323525,305
894,184,412,2,889912691,184
895,286,175,5,877532470,286
896,279,1428,3,888465209,279
897,256,86,5,882165103,256
898,221,48,5,875245462,221
899,140,332,3,879013617,140
900,190,977,2,891042938,190
901,11,227,3,891905896,11
902,201,203,5,884114471,201
903,150,181,5,878746685,150
904,126,245,3,887854726,126
905,20,208,2,879669401,20
906,144,742,4,888104122,144
907,181,930,1,878963275,181
908,109,566,4,880578814,109
909,85,1065,3,879455021,85
910,213,133,3,878955973,213
911,222,379,1,878184290,222
912,223,11,3,891550649,223
913,215,421,4,891435704,215
914,218,208,3,877488366,218
915,174,937,5,886432989,174
916,275,186,3,880314383,275
917,68,742,1,876974198,68
918,268,583,4,876513830,268
919,160,462,4,876858346,160
920,195,273,4,878019342,195
921,224,178,4,888082468,224
922,5,110,1,875636493,5
923,99,1016,5,885678724,99
924,2,251,5,888552084,2
925,292,9,4,881104148,292
926,72,568,4,880037203,72
927,85,228,3,882813248,85
928,83,281,5,880307072,83
929,92,831,2,886443708,92
930,7,543,3,891351772,7
931,87,401,2,879876813,87
932,287,926,4,875334340,287
933,1,155,2,878542201,1
934,234,632,2,892079538,234
935,222,53,5,878184113,222
936,24,64,5,875322758,24
937,7,554,3,891354639,7
938,82,56,3,878769410,82
939,161,318,3,891170824,161
940,196,393,4,881251863,196
941,56,91,4,892683275,56
942,82,477,3,876311344,82
943,7,472,2,891353357,7
944,256,761,4,882164644,256
945,226,56,4,883889102,226
946,279,741,5,875296891,279
947,308,1286,3,887738151,308
948,16,8,5,877722736,16
949,180,202,3,877128388,180
950,203,93,4,880434940,203
951,145,56,5,875271896,145
952,288,305,4,886372527,288
953,84,742,3,883450643,84
954,44,644,3,878347818,44
955,17,13,3,885272654,17
956,313,117,4,891015319,313
957,148,1,4,877019411,148
958,197,347,4,891409070,197
959,21,164,5,874951695,21
960,279,982,3,875298314,279
961,239,491,5,889181015,239
962,185,287,5,883526288,185
963,297,89,4,875239125,297
964,303,68,4,879467361,303
965,186,250,1,879023607,186
966,73,206,3,888625754,73
967,104,756,2,888465739,104
968,94,216,3,885870665,94
969,239,194,5,889178833,239
970,197,511,5,891409839,197
971,280,1,4,891700426,280
972,1,117,3,874965739,1
973,224,583,1,888103729,224
974,303,397,1,879543831,303
975,60,162,4,883327734,60
976,198,258,4,884204501,198
977,239,513,5,889178887,239
978,6,69,3,883601277,6
979,233,375,4,876374419,233
980,85,642,4,882995615,85
981,110,38,3,886988574,110
982,184,522,3,889908462,184
983,99,873,1,885678436,99
984,13,418,2,882398763,13
985,201,518,4,884112201,201
986,13,858,1,882397068,13
987,214,131,3,891544465,214
988,296,228,4,884197264,296
989,222,87,3,878182589,222
990,279,725,4,875314144,279
